ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location,Historical Wards 2003-2015,Zip Codes,Community Areas,Census Tracts,Wards,Boundaries - ZIP Codes,Police Districts,Police Beats
13090736,JG281473,05/30/2023 07:19:00 PM,056XX N RIDGE AVE,0860,THEFT,RETAIL THEFT,DRUG STORE,false,false,2013,020,48,77,06,1167084,1937517,2023,08/19/2023 03:40:26 PM,41.984109031,-87.660855375,"(41.984109031, -87.660855375)",40,4451,76,539,16,14,2,54
13075526,JG263697,05/16/2023 05:00:00 PM,014XX N LARAMIE AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,2533,025,37,25,07,1141438,1909173,2023,08/19/2023 03:40:26 PM,41.906844206,-87.755880686,"(41.906844206, -87.755880686)",4,4299,26,600,45,5,6,195
13204817,JG417177,09/08/2023 10:30:00 PM,099XX S AVENUE H,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0432,004,10,52,07,1202798,1839719,2023,09/16/2023 03:42:58 PM,41.714905642,-87.532860608,"(41.714905642, -87.532860608)",47,21202,49,705,47,25,19,247
13278117,JG505184,10/29/2023 09:00:00 AM,051XX W MEDILL AVE,0820,THEFT,$500 AND UNDER,APARTMENT,false,false,2522,025,31,19,06,1141720,1915140,2023,11/17/2023 03:40:26 PM,41.92321309,-87.754696884,"(41.92321309, -87.754696884)",7,22615,19,306,44,2,6,188
12989915,JG160929,02/18/2023 02:30:00 PM,023XX W PETERSON AVE,0810,THEFT,OVER $500,STREET,false,false,2413,024,40,2,06,1159699,1939799,2023,08/19/2023 03:40:26 PM,41.990526825,-87.687953046,"(41.990526825, -87.687953046)",46,21849,6,664,24,50,2,55
13215480,JG430081,09/19/2023 05:00:00 AM,0000X N LOTUS AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,1522,015,29,25,08B,1139948,1899896,2023,09/27/2023 03:43:25 PM,41.881414379,-87.761581241,"(41.881414379, -87.761581241)",11,22216,26,674,7,32,25,97
13172902,JG379337,08/12/2023 02:20:00 AM,040XX W 26TH ST,0820,THEFT,$500 AND UNDER,SIDEWALK,false,false,1031,010,22,30,06,1149939,1886420,2023,08/19/2023 03:41:54 PM,41.844246118,-87.725244851,"(41.844246118, -87.725244851)",14,21569,32,194,28,57,21,161
13039734,JG220458,04/04/2023 07:00:00 PM,078XX S ADA ST,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE - GARAGE,false,false,0612,006,17,71,05,1168801,1852776,2023,08/19/2023 03:40:26 PM,41.751535829,-87.656996047,"(41.751535829, -87.656996047)",17,21554,70,575,31,59,20,230
13322074,JG558166,12/29/2023 04:30:00 AM,0000X W 111TH ST,0820,THEFT,$500 AND UNDER,GAS STATION,false,false,0513,005,9,49,06,1178040,1831365,2023,12/21/2024 03:40:46 PM,41.692576964,-87.623786349,"(41.692576964, -87.623786349)",45,21861,45,524,22,19,10,260
12969491,JG136572,01/30/2023 11:00:00 PM,031XX S MICHIGAN AVE,0930,MOTOR VEHICLE THEFT,THEFT / RECOVERY - AUTOMOBILE,PARKING LOT / GARAGE (NON RESIDENTIAL),false,false,0211,002,3,35,07,1177703,1884170,2023,08/19/2023 03:40:26 PM,41.837487324,-87.623424573,"(41.837487324, -87.623424573)",12,21194,1,25,9,40,24,169
13233281,JG451248,10/04/2023 04:00:00 PM,002XX W VAN BUREN ST,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,APARTMENT,false,false,0122,001,34,32,11,1174617,1898485,2023,10/12/2023 03:42:39 PM,41.87683815,-87.634320718,"(41.87683815, -87.634320718)",48,14917,38,92,36,46,22,79
13300052,JG531594,12/07/2023 01:00:00 AM,002XX N LAVERGNE AVE,0930,MOTOR VEHICLE THEFT,THEFT / RECOVERY - AUTOMOBILE,STREET,false,false,1532,015,28,25,07,1143001,1901201,2023,12/15/2023 03:47:28 PM,41.884939098,-87.750338057,"(41.884939098, -87.750338057)",11,22216,26,696,23,32,25,81
13302941,JG535209,12/09/2023 03:30:00 PM,071XX N BELL AVE,0920,MOTOR VEHICLE THEFT,ATTEMPT - AUTOMOBILE,STREET,false,false,2411,024,50,2,07,1160153,1947465,2023,12/17/2023 03:41:39 PM,42.011553177,-87.686069974,"(42.011553177, -87.686069974)",42,22528,20,268,27,12,11,35
13133206,JG332361,07/08/2023 06:12:00 AM,0000X E 72ND ST,1581,SEX OFFENSE,NON-CONSENSUAL DISSEMINATION OF PRIVATE SEXUAL IMAGES,APARTMENT,false,true,0323,003,6,69,17,1178140,1857298,2023,08/19/2023 03:40:26 PM,41.763738158,-87.622636324,"(41.763738158, -87.622636324)",31,21546,67,474,32,61,18,223
13293986,JG524195,12/01/2023 08:41:00 AM,127XX S UNION AVE,0580,STALKING,SIMPLE,SCHOOL - PUBLIC GROUNDS,false,false,0523,005,9,53,08A,1173973,1820567,2023,12/09/2023 03:42:09 PM,41.663036485,-87.638994866,"(41.663036485, -87.638994866)",45,21861,50,7,22,19,10,218
13170987,JG376900,08/09/2023 08:00:00 PM,017XX W 45TH ST,0920,MOTOR VEHICLE THEFT,ATTEMPT - AUTOMOBILE,STREET,false,false,0924,009,15,61,07,1165641,1874863,2023,08/19/2023 03:40:26 PM,41.812212958,-87.667949653,"(41.812212958, -87.667949653)",53,14924,59,706,3,37,23,108
13264432,JG488291,10/07/2023 05:13:00 PM,013XX N MONTICELLO AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,,false,false,2535,025,26,23,11,1151793,1908605,2023,11/04/2023 03:40:18 PM,41.905087973,-87.717857133,"(41.905087973, -87.717857133)",10,4299,24,454,49,5,6,193
13138291,JG338414,07/12/2023 12:00:00 AM,038XX N LINCOLN AVE,0810,THEFT,OVER $500,BAR OR TAVERN,false,false,1922,019,47,5,06,1162749,1925718,2023,08/19/2023 03:40:26 PM,41.951824354,-87.67713119,"(41.951824354, -87.67713119)",13,21186,46,644,18,53,5,19
13203078,JG415169,08/31/2023 04:45:00 AM,077XX S CLYDE AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0414,004,8,43,07,1191543,1854161,2023,09/09/2023 03:41:32 PM,41.754815592,-87.573613665,"(41.754815592, -87.573613665)",9,22538,39,420,35,24,19,222
12985289,JG154791,02/16/2023 12:15:00 PM,031XX W BELDEN AVE,0460,BATTERY,SIMPLE,SCHOOL - PUBLIC BUILDING,false,false,1414,014,32,22,08B,1155080,1915243,2023,08/19/2023 03:40:26 PM,41.923237855,-87.70560443,"(41.923237855, -87.70560443)",15,22535,23,371,40,1,7,182
13028364,JG207153,03/31/2023 05:30:00 PM,0000X E HARRISON ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT / GARAGE (NON RESIDENTIAL),false,false,0123,001,4,32,07,1177011,1897623,2023,08/19/2023 03:40:26 PM,41.874418933,-87.625556882,"(41.874418933, -87.625556882)",48,14913,38,367,36,35,22,144
13167935,JG372487,08/04/2023 07:15:00 PM,003XX E Randolph St,0870,THEFT,POCKET-PICKING,PARK PROPERTY,false,false,0114,001,42,32,06,1178694,1901250,2023,08/19/2023 03:40:26 PM,41.884333364,-87.619266937,"(41.884333364, -87.619266937)",22,14309,38,580,36,41,22,87
13248700,JG447476,09/01/2023 07:04:00 PM,084XX S HERMITAGE AVE,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,ALLEY,false,false,0614,006,18,71,15,1166148,1848709,2023,10/21/2023 03:41:12 PM,41.740432213,-87.666833487,"(41.740432213, -87.666833487)",6,21554,70,532,13,59,20,237
13206465,JG417199,09/09/2023 06:08:00 AM,009XX S MONITOR AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,false,1513,015,29,25,14,1137520,1895647,2023,09/17/2023 03:42:50 PM,41.86979859,-87.770599185,"(41.86979859, -87.770599185)",52,22216,26,61,7,32,25,99
13300522,JG532172,12/07/2023 06:00:00 AM,001XX S ABERDEEN ST,0810,THEFT,OVER $500,STREET,false,false,1232,012,34,28,06,1169075,1899531,2023,12/15/2023 03:47:28 PM,41.879830505,-87.654638736,"(41.879830505, -87.654638736)",48,14917,29,91,26,44,15,95
13027879,JG206538,03/31/2023 08:15:00 PM,080XX S EVANS AVE,0420,BATTERY,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,APARTMENT,false,false,0631,006,6,44,04B,1182620,1851923,2023,08/19/2023 03:40:26 PM,41.748885854,-87.606382768,"(41.748885854, -87.606382768)",31,21546,40,11,35,61,20,235
13290572,JG519900,11/27/2023 08:26:00 PM,125XX S PARNELL AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,true,0523,005,9,53,14,1174696,1821919,2023,12/05/2023 03:41:35 PM,41.666730582,-87.636309041,"(41.666730582, -87.636309041)",30,21861,50,7,43,19,10,218
13303088,JG535336,12/06/2023 11:00:00 PM,110XX S AVENUE F,0810,THEFT,OVER $500,RESIDENCE,false,false,0433,004,10,52,06,1203514,1832431,2023,12/14/2023 03:41:01 PM,41.694888492,-87.530487212,"(41.694888492, -87.530487212)",47,21202,49,552,47,25,19,259
13252929,JG475068,10/23/2023 12:30:00 PM,026XX N CENTRAL PARK AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,true,false,2524,025,35,22,14,1151933,1917341,2023,10/31/2023 03:41:39 PM,41.929057578,-87.717112289,"(41.929057578, -87.717112289)",15,22535,23,72,12,1,7,168
13019480,JG196394,03/23/2023 05:00:00 PM,011XX S LAFLIN ST,0460,BATTERY,SIMPLE,STREET,false,false,1231,012,28,28,08B,1166546,1895280,2023,08/19/2023 03:40:26 PM,41.868219921,-87.664046556,"(41.868219921, -87.664046556)",48,14917,29,758,23,44,15,136
13181985,JG390149,08/20/2023 10:30:00 AM,050XX N MARINE DR,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,2024,020,48,3,14,1169716,1933892,2023,08/28/2023 03:41:42 PM,41.974104832,-87.651281486,"(41.974104832, -87.651281486)",40,22616,31,635,16,15,2,14
13223848,JG440185,09/26/2023 04:24:00 PM,010XX S CANAL ST,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,false,false,0124,001,28,28,06,1173291,1895810,2023,10/04/2023 03:42:34 PM,41.869527301,-87.639268759,"(41.869527301, -87.639268759)",48,14917,29,97,26,44,22,147
13111257,JG306307,06/18/2023 07:50:00 PM,014XX W GARFIELD BLVD,0920,MOTOR VEHICLE THEFT,ATTEMPT - AUTOMOBILE,STREET,false,false,0934,009,16,61,07,1167485,1868270,2023,08/19/2023 03:40:26 PM,41.794081639,-87.661374945,"(41.794081639, -87.661374945)",19,22257,59,790,4,37,23,127
13296226,JG526958,12/03/2023 10:00:00 AM,048XX W DIVERSEY AVE,031A,ROBBERY,ARMED - HANDGUN,SIDEWALK,false,false,2521,025,31,19,03,1143627,1918180,2023,12/11/2023 03:47:22 PM,41.931519627,-87.747613504,"(41.931519627, -87.747613504)",7,22615,19,304,17,2,6,176
13014359,JG190368,03/18/2023 03:45:00 PM,012XX N DAMEN AVE,0560,ASSAULT,SIMPLE,STREET,false,false,1424,014,1,24,08A,1162838,1908420,2023,08/19/2023 03:40:26 PM,41.904355692,-87.67729055,"(41.904355692, -87.67729055)",24,21560,25,481,41,4,7,200
13232608,JG450459,09/01/2023 12:30:00 PM,102XX W ZEMKE RD,1206,DECEPTIVE PRACTICE,"THEFT BY LESSEE, MOTOR VEHICLE",AUTO / BOAT / RV DEALERSHIP,false,false,1654,016,41,76,11,1107044,1941061,2023,10/06/2023 03:42:06 PM,41.994915402,-87.881610254,"(41.994915402, -87.881610254)",34,16197,75,,29,38,12,40
12990063,JG161022,02/20/2023 03:57:00 PM,026XX N CLARK ST,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,false,false,1935,019,43,7,06,1171818,1918166,2023,08/19/2023 03:40:26 PM,41.930906002,-87.644017035,"(41.930906002, -87.644017035)",51,21190,68,18,34,16,5,178
13183355,JG390104,08/20/2023 09:50:00 AM,072XX S COLES AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,0334,003,7,43,08B,1194354,1857791,2023,08/28/2023 03:41:42 PM,41.764708006,-87.563193271,"(41.764708006, -87.563193271)",43,22538,39,417,37,24,18,213
13190168,JG399780,08/22/2023 06:00:00 AM,076XX S HALSTED ST,1330,CRIMINAL TRESPASS,TO LAND,CHURCH / SYNAGOGUE / PLACE OF WORSHIP,false,false,0621,006,17,71,26,1172291,1854216,2023,08/30/2023 03:41:32 PM,41.755411377,-87.644164607,"(41.755411377, -87.644164607)",17,21554,70,556,31,59,20,229
13212348,JG426350,09/16/2023 03:00:00 AM,056XX W FULLERTON AVE,0810,THEFT,OVER $500,STREET,false,false,2515,025,36,19,06,1138217,1915387,2023,09/24/2023 03:42:42 PM,41.923955028,-87.767562344,"(41.923955028, -87.767562344)",4,22615,19,57,44,2,6,133
13118371,JG313643,06/24/2023 04:48:00 AM,017XX W EDMAIRE ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,2234,022,21,75,14,1166795,1828950,2023,08/19/2023 03:40:26 PM,41.686196609,-87.665024855,"(41.686196609, -87.665024855)",45,22212,74,378,22,13,9,263
12959606,JG124503,01/14/2023 12:00:00 PM,091XX S FOREST AVE,0810,THEFT,OVER $500,RESIDENCE,false,false,0633,006,9,49,06,1179865,1844181,2023,08/19/2023 03:40:26 PM,41.727704316,-87.616714258,"(41.727704316, -87.616714258)",31,21546,45,554,43,61,20,248
12981146,JG150414,02/12/2023 07:43:00 PM,005XX S FINANCIAL PL,0810,THEFT,OVER $500,PARKING LOT / GARAGE (NON RESIDENTIAL),false,false,0123,001,4,32,06,1174962,1897904,2023,08/19/2023 03:40:26 PM,41.875236133,-87.633071401,"(41.875236133, -87.633071401)",48,14913,38,92,10,35,22,144
13315334,JG550046,12/21/2023 08:35:00 PM,014XX W ESTES AVE,0460,BATTERY,SIMPLE,NURSING / RETIREMENT HOME,false,false,2423,024,49,1,08B,1165366,1947502,2023,12/21/2024 03:40:46 PM,42.011544945,-87.666888079,"(42.011544945, -87.666888079)",3,21853,10,358,5,9,11,37
13122255,JG319299,06/25/2023 01:00:00 PM,0000X S DEARBORN ST,0870,THEFT,POCKET-PICKING,CTA TRAIN,false,false,0112,001,34,32,06,1175951,1900079,2023,08/19/2023 03:40:26 PM,41.881182263,-87.629374726,"(41.881182263, -87.629374726)",22,14311,38,92,36,34,22,93
13292193,JG521987,11/28/2023 11:00:00 PM,034XX S INDIANA AVE,0810,THEFT,OVER $500,STREET,false,false,0211,002,3,35,06,1178163,1882297,2023,12/06/2023 03:40:46 PM,41.832337226,-87.621793581,"(41.832337226, -87.621793581)",12,21194,1,25,9,40,24,169
13251799,JG473598,10/22/2023 08:20:00 AM,033XX N WESTERN AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,GROCERY FOOD STORE,false,false,1921,019,47,5,26,1159751,1922187,2023,01/27/2024 03:40:15 PM,41.94219754,-87.688249516,"(41.94219754, -87.688249516)",13,21538,46,615,18,39,5,21
12951863,JG115698,01/13/2023 09:00:00 PM,029XX S DR MARTIN LUTHER KING JR DR,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0133,001,4,35,14,1179389,1885691,2023,08/19/2023 03:40:26 PM,41.841622651,-87.617191438,"(41.841622651, -87.617191438)",1,21194,1,191,10,40,22,163
13010287,JG185707,03/14/2023 05:00:00 PM,015XX W 77TH ST,0460,BATTERY,SIMPLE,STREET,false,false,0612,006,17,71,08B,1167270,1853664,2023,08/19/2023 03:40:26 PM,41.754005513,-87.662581071,"(41.754005513, -87.662581071)",17,21554,70,557,31,59,20,230
12955344,JG119765,01/17/2023 06:00:00 AM,0000X E OHIO ST,1320,CRIMINAL DAMAGE,TO VEHICLE,RESIDENCE - GARAGE,false,false,1834,018,42,8,14,1176771,1904213,2023,08/19/2023 03:40:26 PM,41.892507682,-87.626238686,"(41.892507682, -87.626238686)",22,21182,37,626,36,6,14,74
13166773,JG372146,08/06/2023 08:17:00 PM,001XX S SPRINGFIELD AVE,1812,NARCOTICS,POSSESS - CANNABIS MORE THAN 30 GRAMS,STREET,true,false,1122,011,28,26,18,1150418,1898971,2023,08/19/2023 03:40:26 PM,41.878678234,-87.723159635,"(41.878678234, -87.723159635)",11,21572,27,736,23,30,16,82
13176626,JG383481,08/11/2023 12:30:00 PM,109XX S DOTY AVE W,0810,THEFT,OVER $500,DEPARTMENT STORE,false,false,0513,005,9,50,06,1185440,1832668,2023,08/19/2023 03:40:26 PM,41.695982095,-87.596653142,"(41.695982095, -87.596653142)",30,21861,47,254,43,19,10,260
13073602,JG261598,04/07/2023 03:30:00 PM,069XX N ASHLAND BLVD,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,APARTMENT,false,false,2431,024,49,1,11,1164516,1946316,2023,08/19/2023 03:40:26 PM,42.008308654,-87.670049398,"(42.008308654, -87.670049398)",3,21853,10,49,5,9,11,39
13324741,JG561248,12/31/2023 08:08:00 PM,048XX S ADA ST,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,APARTMENT,false,false,0933,009,20,61,15,1168148,1872612,2023,12/21/2024 03:40:46 PM,41.805982334,-87.658818816,"(41.805982334, -87.658818816)",53,14924,59,739,4,37,23,118
13274043,JG500582,10/22/2023 01:00:00 PM,046XX N KEDZIE AVE,1581,SEX OFFENSE,NON-CONSENSUAL DISSEMINATION OF PRIVATE SEXUAL IMAGES,APARTMENT,false,false,1713,017,33,14,17,1154216,1930513,2023,11/13/2023 03:41:12 PM,41.96515714,-87.708370003,"(41.96515714, -87.708370003)",2,21849,14,258,20,20,1,1
13272985,JG496959,11/08/2023 08:00:00 PM,011XX W HUBBARD ST,5001,OTHER OFFENSE,OTHER CRIME INVOLVING PROPERTY,STREET,false,false,1214,012,27,24,26,1168562,1903233,2023,11/16/2023 03:40:49 PM,41.890000175,-87.656415168,"(41.890000175, -87.656415168)",41,22620,25,522,46,49,15,76
13266364,JG491651,11/04/2023 07:22:00 PM,001XX S PULASKI RD,2170,NARCOTICS,POSSESSION OF DRUG EQUIPMENT,SIDEWALK,true,false,1122,011,28,26,18,1149746,1899192,2023,11/12/2023 03:41:58 PM,41.879297767,-87.725621359,"(41.879297767, -87.725621359)",11,21572,27,736,23,30,16,82
13029089,JG208084,04/01/2023 10:00:00 PM,012XX W AUGUSTA BLVD,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1213,012,27,24,14,1168011,1906820,2023,08/19/2023 03:40:26 PM,41.899855057,-87.658335041,"(41.899855057, -87.658335041)",41,22620,25,109,46,49,15,60
12953248,JG117266,01/15/2023 03:30:00 PM,028XX E 91ST ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,true,true,0423,004,10,46,08B,1196699,1845175,2023,08/19/2023 03:40:26 PM,41.730030812,-87.555016658,"(41.730030812, -87.555016658)",,21202,42,175,47,25,19,238
13051150,JG234236,04/23/2023 10:43:00 AM,023XX N CICERO AVE,0560,ASSAULT,SIMPLE,PARKING LOT / GARAGE (NON RESIDENTIAL),false,false,2522,025,31,19,08A,1144009,1915290,2023,08/19/2023 03:40:26 PM,41.923582012,-87.746282416,"(41.923582012, -87.746282416)",7,22615,19,306,17,2,6,188
13100090,JG292919,06/08/2023 10:40:00 AM,035XX W DOUGLAS BLVD,0560,ASSAULT,SIMPLE,APARTMENT,false,false,1021,010,24,29,08A,1153145,1893066,2023,08/19/2023 03:40:26 PM,41.862420631,-87.713303187,"(41.862420631, -87.713303187)",36,21569,30,772,14,57,21,153
13062915,JG248497,05/05/2023 12:46:00 AM,025XX W 71ST ST,2027,NARCOTICS,POSSESS - CRACK,ALLEY,true,false,0832,008,17,66,18,1160471,1857484,2023,08/19/2023 03:40:26 PM,41.76463092,-87.68739214,"(41.76463092, -87.68739214)",6,21867,64,333,30,58,13,207
13035873,JG215892,04/08/2023 09:22:00 PM,001XX S PULASKI RD,1811,NARCOTICS,POSSESS - CANNABIS 30 GRAMS OR LESS,STREET,true,false,1122,011,28,26,18,1149754,1898941,2023,08/19/2023 03:40:26 PM,41.878608839,-87.72559851,"(41.878608839, -87.72559851)",11,21572,27,736,23,30,16,100
12987987,JG158807,02/18/2023 12:00:00 AM,063XX N HOYNE AVE,0810,THEFT,OVER $500,STREET,false,false,2413,024,50,2,06,1161156,1942149,2023,08/19/2023 03:40:26 PM,41.99694505,-87.682528186,"(41.99694505, -87.682528186)",42,4450,20,53,27,50,11,52
13118020,JG314401,06/08/2023 09:00:00 PM,007XX S DEARBORN ST,0810,THEFT,OVER $500,SIDEWALK,false,false,0123,001,4,32,06,1176036,1897074,2023,08/19/2023 03:40:26 PM,41.87293445,-87.629153144,"(41.87293445, -87.629153144)",48,14913,38,12,10,35,22,144
13032688,JG212057,04/05/2023 02:05:00 PM,016XX W MADISON ST,1350,CRIMINAL TRESPASS,TO STATE SUP LAND,CHA APARTMENT,false,false,1224,012,27,28,26,1165476,1900090,2023,08/19/2023 03:40:26 PM,41.881441785,-87.667837814,"(41.881441785, -87.667837814)",48,21184,29,90,46,28,15,92
12945377,JG108094,01/07/2023 09:00:00 PM,103XX S WOODLAWN AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT / GARAGE (NON RESIDENTIAL),false,false,0512,005,9,50,14,1186052,1836549,2023,08/19/2023 03:40:26 PM,41.70661765,-87.594290476,"(41.70661765, -87.594290476)",30,21861,47,254,43,19,10,256
13180025,JG387761,08/08/2023 11:00:00 AM,045XX S WALLACE ST,2820,OTHER OFFENSE,TELEPHONE THREAT,OTHER (SPECIFY),false,false,0925,009,15,61,08A,1173051,1874983,2023,08/20/2023 03:40:56 PM,41.812381595,-87.640766408,"(41.812381595, -87.640766408)",26,14924,59,123,48,37,23,106
13221575,JG437433,09/24/2023 04:41:00 PM,055XX W CORCORAN PL,1310,CRIMINAL DAMAGE,TO PROPERTY,STREET,false,false,1523,015,37,25,14,1139308,1902015,2023,10/02/2023 03:42:57 PM,41.887240863,-87.763879696,"(41.887240863, -87.763879696)",11,22216,26,674,45,32,25,84
13170669,JG376725,08/10/2023 12:30:00 AM,064XX N RIDGE BLVD,0820,THEFT,$500 AND UNDER,STREET,false,false,2412,024,50,2,06,1162609,1942794,2023,08/19/2023 03:40:26 PM,41.998684522,-87.677165018,"(41.998684522, -87.677165018)",42,21853,10,242,27,9,11,41
12959589,JG124658,01/21/2023 03:00:00 PM,072XX N RIDGE BLVD,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,2411,024,49,2,07,1160920,1947907,2023,08/19/2023 03:40:26 PM,42.012750088,-87.683235499,"(42.012750088, -87.683235499)",3,22528,20,341,5,12,11,35
12957439,JG122044,01/19/2023 02:50:00 PM,031XX N MILWAUKEE AVE,0460,BATTERY,SIMPLE,PARKING LOT / GARAGE (NON RESIDENTIAL),false,false,2523,025,30,21,08B,1150203,1920878,2023,08/19/2023 03:40:26 PM,41.938797346,-87.723377074,"(41.938797346, -87.723377074)",27,21538,22,215,21,39,6,175
13232140,JG450014,10/03/2023 09:30:00 PM,053XX N MC VICKER AVE,0810,THEFT,OVER $500,APARTMENT,false,false,1622,016,45,11,06,1134826,1935156,2023,10/11/2023 03:41:35 PM,41.978263927,-87.77955307,"(41.978263927, -87.77955307)",20,21869,11,779,50,48,12,43
13272135,JG497680,11/08/2023 11:00:00 PM,014XX W BELLE PLAINE AVE,0810,THEFT,OVER $500,STREET,false,false,1912,019,47,6,06,1165910,1927326,2023,11/16/2023 03:40:49 PM,41.956169775,-87.66546534,"(41.956169775, -87.66546534)",13,21186,57,650,18,53,5,8
13329821,JH105786,12/14/2023 09:00:00 AM,087XX S LUELLA AVE,0820,THEFT,$500 AND UNDER,RESIDENCE,false,false,0412,004,8,48,06,1192690,1847368,2023,01/07/2024 03:40:42 PM,41.736147144,-87.569631262,"(41.736147144, -87.569631262)",9,21202,44,473,35,25,19,240
13111670,JG305297,06/17/2023 11:40:00 PM,048XX S CAMPBELL AVE,051A,ASSAULT,AGGRAVATED - HANDGUN,STREET,false,false,0922,009,15,58,04A,1160530,1872707,2023,08/19/2023 03:40:26 PM,41.806403689,-87.686756299,"(41.806403689, -87.686756299)",29,22248,55,85,8,56,23,115
13162780,JG367332,07/22/2023 12:00:00 PM,113XX S RIDGEWAY AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,2211,022,19,74,14,1153504,1829069,2023,08/19/2023 03:40:26 PM,41.686795812,-87.713678043,"(41.686795812, -87.713678043)",33,4447,73,264,42,33,9,254
13082339,JG271997,05/23/2023 01:46:00 PM,016XX N LAKE SHORE DR,2890,PUBLIC PEACE VIOLATION,OTHER VIOLATION,PARK PROPERTY,true,false,1814,018,43,7,24,1176473,1911342,2023,08/19/2023 03:40:26 PM,41.912076723,-87.627117569,"(41.912076723, -87.627117569)",51,21190,68,271,34,16,14,134
12988934,JG159942,02/20/2023 11:00:00 AM,038XX S ARCHER AVE,0460,BATTERY,SIMPLE,RESTAURANT,false,false,0911,009,12,58,08B,1159878,1878917,2023,08/19/2023 03:40:26 PM,41.823458129,-87.688976836,"(41.823458129, -87.688976836)",29,22248,55,638,1,56,23,96
13127520,JG325518,07/02/2023 10:30:00 PM,037XX W WINDSOR AVE,0810,THEFT,OVER $500,STREET,false,false,1723,017,33,14,06,1150508,1929974,2023,08/19/2023 03:40:26 PM,41.963751494,-87.722017664,"(41.963751494, -87.722017664)",28,21849,14,119,12,20,1,9
12979314,JG148242,01/16/2023 08:00:00 PM,057XX W RACE AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,APARTMENT,false,false,1512,015,29,25,07,1138093,1903043,2023,08/19/2023 03:40:26 PM,41.890083865,-87.76831674,"(41.890083865, -87.76831674)",52,22216,26,672,7,32,25,85
12994931,JG167283,02/27/2023 12:56:00 AM,001XX N STATE ST,4650,OTHER OFFENSE,SEX OFFENDER - FAIL TO REGISTER,CTA PLATFORM,true,false,0111,001,42,32,26,1176330,1901649,2023,08/19/2023 03:40:26 PM,41.885481891,-87.627935689,"(41.885481891, -87.627935689)",22,14309,38,92,36,42,22,88
13083315,JG273077,05/23/2023 09:30:00 PM,102XX S MORGAN ST,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,false,true,2232,022,21,73,26,1171456,1836964,2023,08/19/2023 03:40:26 PM,41.70808779,-87.647728277,"(41.70808779, -87.647728277)",45,22212,72,594,22,13,9,253
12985191,JG155374,02/16/2023 09:22:00 PM,095XX S CHARLES ST,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,true,false,2213,022,19,72,15,1166970,1841489,2023,08/19/2023 03:40:26 PM,41.720601941,-87.664027461,"(41.720601941, -87.664027461)",33,22212,71,628,42,13,9,252
13033851,JG213514,04/06/2023 06:20:00 PM,065XX S COTTAGE GROVE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESTAURANT,false,false,0321,003,20,42,14,1182684,1861922,2023,08/19/2023 03:40:26 PM,41.776322631,-87.605838376,"(41.776322631, -87.605838376)",53,22260,9,347,4,60,18,206
12969658,JG136844,01/27/2023 07:00:00 AM,093XX S PRAIRIE AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,HOTEL / MOTEL,false,false,0633,006,9,49,11,1179566,1843040,2023,08/19/2023 03:40:26 PM,41.724580095,-87.617844278,"(41.724580095, -87.617844278)",31,21546,45,554,43,61,20,248
