ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location,Historical Wards 2003-2015,Zip Codes,Community Areas,Census Tracts,Wards,Boundaries - ZIP Codes,Police Districts,Police Beats
12838262,JF409385,09/24/2022 09:00:00 PM,022XX W CULLERTON ST,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,VEHICLE NON-COMMERCIAL,false,false,1234,012,25,31,11,1161737,1890368,2022,01/03/2023 03:40:27 PM,41.854842447,-87.681838181,"(41.854842447, -87.681838181)",8,14920,33,4,26,43,15,121
12681744,JF221140,04/26/2022 06:30:00 PM,060XX S THROOP ST,0560,ASSAULT,SIMPLE,RESIDENCE,false,true,0713,007,16,67,08A,1168694,1864647,2022,01/03/2023 03:40:27 PM,41.784113682,-87.657046107,"(41.784113682, -87.657046107)",19,22257,65,278,2,23,17,266
12672340,JF209989,04/16/2022 12:00:00 AM,007XX W 19TH PL,0820,THEFT,$500 AND UNDER,STREET,false,false,1235,012,11,31,06,1171674,1890872,2022,01/03/2023 03:40:27 PM,41.856012778,-87.64535044,"(41.856012778, -87.64535044)",8,21194,33,249,48,40,15,158
12793953,JF356752,08/14/2022 12:20:00 AM,061XX S NARRAGANSETT AVE,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,APARTMENT,false,true,0812,008,13,64,26,1134796,1863105,2022,01/03/2023 03:40:27 PM,41.78054656,-87.781367512,"(41.78054656, -87.781367512)",35,22268,62,265,15,7,13,272
12918505,JF505229,12/10/2022 11:34:00 AM,015XX W 18TH ST,0326,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,STREET,false,false,1233,012,25,31,03,1166438,1891491,2022,01/03/2023 03:40:27 PM,41.857824886,-87.664551404,"(41.857824886, -87.664551404)",8,14920,33,270,26,43,15,150
12743974,JF296667,06/27/2022 09:00:00 PM,002XX S LAVERGNE AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,1533,015,28,25,06,1143290,1898755,2022,01/03/2023 03:40:27 PM,41.878221582,-87.749337912,"(41.878221582, -87.749337912)",11,22216,26,184,23,32,25,137
12898979,JF482166,11/21/2022 12:21:00 AM,094XX S MORGAN ST,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,false,false,2223,022,21,73,26,1171310,1842233,2022,01/03/2023 03:40:27 PM,41.722549895,-87.648109373,"(41.722549895, -87.648109373)",18,21554,72,151,13,59,9,243
12668621,JF205496,04/07/2022 10:00:00 AM,017XX N CALIFORNIA AVE,0560,ASSAULT,SIMPLE,SCHOOL - PUBLIC BUILDING,false,false,1421,014,1,24,08A,1157433,1911449,2022,01/03/2023 03:40:27 PM,41.912779231,-87.697062077,"(41.912779231, -87.697062077)",24,22535,25,300,41,1,7,171
12672281,JF209764,04/16/2022 01:20:00 PM,003XX N MENARD AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,1512,015,29,25,08B,1137652,1901657,2022,01/03/2023 03:40:27 PM,41.886288459,-87.769969735,"(41.886288459, -87.769969735)",52,22216,26,618,7,32,25,85
12678837,JF217378,04/23/2022 04:16:00 PM,019XX W FARGO AVE,502P,OTHER OFFENSE,FALSE / STOLEN / ALTERED TRP,STREET,false,false,2424,024,49,1,26,1162211,1949332,2022,01/03/2023 03:40:27 PM,42.016633317,-87.678445152,"(42.016633317, -87.678445152)",3,21853,10,52,5,9,11,33
12616152,JF142092,02/12/2022 09:20:00 AM,047XX S KEDZIE AVE,0560,ASSAULT,SIMPLE,MEDICAL / DENTAL OFFICE,false,false,0821,008,14,58,08A,1155847,1872737,2022,01/03/2023 03:40:27 PM,41.806581405,-87.703931246,"(41.806581405, -87.703931246)",49,22248,55,85,8,56,23,115
12704776,JF248702,05/08/2022 06:59:00 PM,046XX S DRAKE AVE,2830,OTHER OFFENSE,OBSCENE TELEPHONE CALLS,RESIDENCE - PORCH / HALLWAY,false,false,0821,008,14,58,17,1153532,1873479,2022,01/03/2023 03:40:27 PM,41.808663765,-87.712402308,"(41.808663765, -87.712402308)",49,22248,55,640,8,56,13,103
12609538,JF133978,02/04/2022 04:44:00 PM,010XX W NORTH AVE,0810,THEFT,OVER $500,SMALL RETAIL STORE,false,false,1811,018,2,7,06,1169336,1910832,2022,01/03/2023 03:40:27 PM,41.910835515,-87.653351515,"(41.910835515, -87.653351515)",16,22620,37,168,46,49,14,199
12843695,JF415827,09/29/2022 09:00:00 PM,082XX S BRANDON AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0424,004,7,46,07,1198914,1850957,2022,01/03/2023 03:40:27 PM,41.745841805,-87.546709036,"(41.745841805, -87.546709036)",43,21202,42,505,37,25,19,239
12856657,JF431270,10/05/2022 12:20:00 PM,016XX W 59TH ST,1170,DECEPTIVE PRACTICE,IMPERSONATION,COMMERCIAL / BUSINESS OFFICE,false,false,0715,007,16,67,11,1166240,1865581,2022,01/03/2023 03:40:27 PM,41.786729308,-87.666016839,"(41.786729308, -87.666016839)",44,22257,65,385,2,23,17,270
12715962,JF262934,05/31/2022 07:40:00 PM,038XX W ROOSEVELT RD,0460,BATTERY,SIMPLE,STREET,false,false,1011,010,24,29,08B,1150649,1894429,2022,01/03/2023 03:40:27 PM,41.866209963,-87.722430138,"(41.866209963, -87.722430138)",36,21572,30,98,14,30,16,141
12884582,JF464952,11/06/2022 07:30:00 PM,019XX W MONTEREY AVE,1780,OFFENSE INVOLVING CHILDREN,OTHER OFFENSE,POLICE FACILITY / VEHICLE PARKING LOT,false,false,2212,022,19,75,20,1165742,1830843,2022,01/03/2023 03:40:27 PM,41.691413679,-87.668826246,"(41.691413679, -87.668826246)",33,22212,74,378,42,13,9,257
12914891,JF501114,12/02/2022 06:00:00 PM,044XX W IRVING PARK RD,0810,THEFT,OVER $500,CONSTRUCTION SITE,false,false,1731,017,45,16,06,1145675,1926208,2022,01/03/2023 03:40:27 PM,41.95351053,-87.739883126,"(41.95351053, -87.739883126)",25,22618,16,327,50,21,1,25
12739868,JF291740,06/23/2022 10:46:00 PM,0000X E 8TH ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0123,001,4,32,07,1176533,1896669,2022,01/03/2023 03:40:27 PM,41.871811902,-87.627340674,"(41.871811902, -87.627340674)",48,14913,38,368,10,35,22,144
12723662,JF272110,06/06/2022 04:35:00 PM,054XX S UNIVERSITY AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,false,true,0233,002,5,41,26,1184723,1869508,2022,01/03/2023 03:40:27 PM,41.797091678,-87.598125822,"(41.797091678, -87.598125822)",1,21192,8,441,33,10,24,124
12668044,JF204827,04/11/2022 01:11:00 PM,077XX W IRVING PARK RD,1581,SEX OFFENSE,NON-CONSENSUAL DISSEMINATION OF PRIVATE SEXUAL IMAGES,APARTMENT,false,true,1631,016,38,17,17,1123895,1925688,2022,01/03/2023 03:40:27 PM,41.95246953,-87.819961513,"(41.95246953, -87.819961513)",39,4453,17,,19,52,12,29
12825142,JF393704,09/12/2022 03:22:00 PM,057XX W MADISON ST,4650,OTHER OFFENSE,SEX OFFENDER - FAIL TO REGISTER,POLICE FACILITY / VEHICLE PARKING LOT,true,false,1513,015,29,25,26,1138058,1899436,2022,01/03/2023 03:40:27 PM,41.880186421,-87.768532463,"(41.880186421, -87.768532463)",52,22216,26,67,7,32,25,99
12730072,JF279953,06/14/2022 09:28:00 PM,034XX W PIERCE AVE,1811,NARCOTICS,POSSESS - CANNABIS 30 GRAMS OR LESS,STREET,true,false,1422,014,26,23,18,1153236,1910086,2022,01/03/2023 03:40:27 PM,41.90912344,-87.712517138,"(41.90912344, -87.712517138)",10,4299,24,455,49,5,7,190
12751224,JF305580,07/05/2022 12:10:00 AM,004XX E 40TH ST,0496,BATTERY,AGGRAVATED DOMESTIC BATTERY - KNIFE / CUTTING INSTRUMENT,APARTMENT,false,true,0214,002,3,38,04B,1180017,1878243,2022,01/03/2023 03:40:27 PM,41.821170402,-87.615115421,"(41.821170402, -87.615115421)",12,4301,4,625,9,36,24,104
12917513,JF503779,12/09/2022 09:35:00 AM,015XX N LEAVITT ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,1424,014,1,24,08B,1161459,1910088,2022,01/03/2023 03:40:27 PM,41.908961638,-87.682309487,"(41.908961638, -87.682309487)",16,21560,25,516,11,4,7,200
12693060,JF234929,05/08/2022 08:25:00 PM,083XX S ABERDEEN ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,0613,006,21,71,14,1170439,1849455,2022,01/03/2023 03:40:27 PM,41.742387067,-87.651090052,"(41.742387067, -87.651090052)",18,21554,70,530,13,59,20,233
12650905,JF183918,03/23/2022 02:03:00 PM,011XX W JACKSON BLVD,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,false,false,1232,012,25,28,06,1168933,1898798,2022,01/03/2023 03:40:27 PM,41.877822179,-87.655181405,"(41.877822179, -87.655181405)",48,14917,29,91,26,44,15,95
12853449,JF427595,10/08/2022 10:00:00 PM,081XX S DR MARTIN LUTHER KING JR DR,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0631,006,6,44,07,1180314,1851178,2022,01/03/2023 03:40:27 PM,41.746894642,-87.614855532,"(41.746894642, -87.614855532)",31,21546,40,406,32,61,20,235
12646597,JF178988,03/19/2022 03:24:00 AM,002XX E HURON ST,0281,CRIMINAL SEXUAL ASSAULT,NON-AGGRAVATED,HOSPITAL BUILDING / GROUNDS,false,false,1834,018,42,8,02,1178066,1905133,2022,01/03/2023 03:40:27 PM,41.895002822,-87.621454706,"(41.895002822, -87.621454706)",22,21182,37,158,36,6,14,74
12755979,JF311370,07/09/2022 04:30:00 PM,028XX S HALSTED ST,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,APARTMENT,false,false,0914,009,11,60,15,1171427,1886062,2022,01/03/2023 03:40:27 PM,41.842819167,-87.646398276,"(41.842819167, -87.646398276)",26,14920,58,59,48,43,23,162
12731746,JF237837,05/11/2022 08:30:00 AM,039XX W WILCOX ST,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,RESIDENCE - PORCH / HALLWAY,true,false,1122,011,28,26,18,,,2022,03/28/2023 03:41:16 PM,,,,,,,,,,,
12826555,JF395224,09/13/2022 08:45:00 PM,008XX N PAULINA ST,1320,CRIMINAL DAMAGE,TO VEHICLE,RESIDENCE - GARAGE,false,false,1213,012,1,24,14,1164913,1905598,2022,01/03/2023 03:40:27 PM,41.896568123,-87.669748713,"(41.896568123, -87.669748713)",24,21560,25,518,41,4,15,60
12935983,JF526494,10/16/2022 12:00:00 AM,021XX N LINCOLN PARK WEST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,APARTMENT,false,false,1814,018,43,7,11,1173912,1914607,2022,01/03/2023 03:40:27 PM,41.921093508,-87.636428384,"(41.921093508, -87.636428384)",51,21190,68,207,34,16,14,134
12688023,JF227339,04/25/2022 01:00:00 PM,008XX E 74TH ST,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,0323,003,8,69,05,1183048,1856129,2022,01/03/2023 03:40:27 PM,41.76041762,-87.6046839,"(41.76041762, -87.6046839)",31,21546,67,121,35,61,18,223
12919306,JF506351,12/11/2022 12:00:00 AM,008XX N MICHIGAN AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,false,false,1833,018,2,8,06,1177338,1906181,2022,01/03/2023 03:40:27 PM,41.897895128,-87.624096605,"(41.897895128, -87.624096605)",22,21182,37,104,36,6,14,71
12798268,JF361716,08/15/2022 10:00:00 AM,067XX S MAY ST,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE - GARAGE,false,false,0724,007,16,68,05,1169813,1860082,2022,01/03/2023 03:40:27 PM,41.771562545,-87.653075829,"(41.771562545, -87.653075829)",17,21559,66,410,2,11,17,203
12865424,JF441919,10/20/2022 02:00:00 PM,015XX E 95TH ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0413,004,8,51,07,1188200,1842293,2022,01/03/2023 03:40:27 PM,41.722328971,-87.58624216,"(41.722328971, -87.58624216)",9,21202,48,252,35,19,10,250
12930880,JF519740,12/21/2022 07:16:00 AM,014XX W ERIE ST,0820,THEFT,$500 AND UNDER,RESIDENCE - YARD (FRONT / BACK),false,false,1215,012,1,24,06,1166289,1904447,2022,01/03/2023 03:40:27 PM,41.893380381,-87.664727867,"(41.893380381, -87.664727867)",41,22620,25,485,41,49,15,78
12870552,JF447963,10/24/2022 08:00:00 PM,075XX S YATES BLVD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,0421,004,7,43,08B,1193513,1855362,2022,01/03/2023 03:40:27 PM,41.758063266,-87.566355084,"(41.758063266, -87.566355084)",43,22538,39,420,37,24,19,222
12910475,JF495568,11/30/2022 08:00:00 PM,086XX S RACINE AVE,0560,ASSAULT,SIMPLE,CHURCH / SYNAGOGUE / PLACE OF WORSHIP,false,false,0613,006,21,71,08A,1169829,1847576,2022,01/03/2023 03:40:27 PM,41.737244078,-87.65337949,"(41.737244078, -87.65337949)",18,21554,70,531,13,59,20,233
12690836,JF232226,05/03/2022 11:00:00 PM,011XX N KILBOURN AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,1111,011,37,23,06,1146159,1907364,2022,01/03/2023 03:40:27 PM,41.901791598,-87.738584377,"(41.901791598, -87.738584377)",4,4299,24,99,45,5,16,68
12957447,JG121949,12/20/2022 12:00:00 AM,082XX S ABERDEEN ST,1120,DECEPTIVE PRACTICE,FORGERY,RESIDENCE,false,false,0613,006,21,71,10,1170420,1850124,2022,11/15/2023 03:41:31 PM,41.744223308,-87.651140236,"(41.744223308, -87.651140236)",18,21554,70,487,13,59,20,233
12719626,JF267287,06/04/2022 09:37:00 AM,035XX W LAKE ST,2014,NARCOTICS,MANUFACTURE / DELIVER -  HEROIN (WHITE),STREET,true,false,1123,011,28,27,18,1152849,1901224,2022,01/03/2023 03:40:27 PM,41.884812928,-87.714173749,"(41.884812928, -87.714173749)",11,21572,28,176,23,30,16,86
12773884,JF332964,07/26/2022 10:55:00 PM,118XX S VINCENNES AVE,502R,OTHER OFFENSE,VEHICLE TITLE / REGISTRATION OFFENSE,STREET,true,false,2212,022,34,75,26,1165085,1826058,2022,01/03/2023 03:40:27 PM,41.678296681,-87.671366211,"(41.678296681, -87.671366211)",45,22212,74,378,22,13,9,263
12639695,JF170442,03/03/2022 12:25:00 PM,002XX E HURON ST,0890,THEFT,FROM BUILDING,HOSPITAL BUILDING / GROUNDS,false,false,1834,018,42,8,06,,,2022,03/13/2022 03:59:30 PM,,,,,,,,,,,
12840104,JF411624,09/26/2022 05:00:00 PM,017XX E 79TH ST,5011,OTHER OFFENSE,LICENSE VIOLATION,SMALL RETAIL STORE,true,false,0414,004,8,43,26,1189077,1852939,2022,01/03/2023 03:40:27 PM,41.751521714,-87.582689766,"(41.751521714, -87.582689766)",9,22538,42,507,35,25,19,222
12891204,JF472639,11/12/2022 10:26:00 PM,065XX N PONCHARTRAIN BLVD,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,true,true,1621,016,41,12,14,1137307,1942988,2022,01/03/2023 03:40:27 PM,41.999711193,-87.770239629,"(41.999711193, -87.770239629)",34,22532,12,781,29,18,12,38
12855215,JF429489,10/10/2022 04:55:00 PM,006XX S CALIFORNIA AVE,0330,ROBBERY,AGGRAVATED,STREET,false,false,1135,011,28,27,03,1157803,1897162,2022,01/03/2023 03:40:27 PM,41.873566886,-87.696092602,"(41.873566886, -87.696092602)",48,21184,28,38,23,28,16,146
12708548,JF253940,05/23/2022 10:00:00 PM,044XX S PRAIRIE AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,0215,002,3,38,06,1178782,1875663,2022,01/03/2023 03:40:27 PM,41.814118909,-87.619724575,"(41.814118909, -87.619724575)",12,4301,4,162,9,36,24,98
12653678,JF187378,03/26/2022 03:00:00 PM,023XX N CICERO AVE,0560,ASSAULT,SIMPLE,AUTO / BOAT / RV DEALERSHIP,false,false,2522,025,31,19,08A,1144016,1915007,2022,01/03/2023 03:40:27 PM,41.9228053,-87.746263814,"(41.9228053, -87.746263814)",7,22615,19,306,17,2,6,188
12742843,JF295448,06/27/2022 02:00:00 AM,113XX S ADA ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,2234,022,34,75,14,1169367,1829314,2022,01/03/2023 03:40:27 PM,41.687140346,-87.655598751,"(41.687140346, -87.655598751)",45,22212,74,663,22,13,9,263
13143968,JG345260,11/15/2022 02:00:00 AM,040XX W 26TH ST,0320,ROBBERY,STRONG ARM - NO WEAPON,STREET,false,false,1013,010,22,30,03,1149905,1886419,2022,11/15/2023 03:41:31 PM,41.844244034,-87.725369652,"(41.844244034, -87.725369652)",14,21569,32,194,28,57,21,161
12621786,JF149015,02/18/2022 09:12:00 PM,020XX S MICHIGAN AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,CHA PARKING LOT / GROUNDS,true,false,0132,001,3,33,15,1177528,1890620,2022,01/03/2023 03:40:27 PM,41.855190551,-87.623871195,"(41.855190551, -87.623871195)",48,21194,34,374,9,40,22,148
12601313,JF123614,01/25/2022 12:00:00 PM,099XX S LOWE AVE,031A,ROBBERY,ARMED - HANDGUN,STREET,false,false,2232,022,34,73,03,1173720,1839062,2022,01/03/2023 03:40:27 PM,41.713795242,-87.639375486,"(41.713795242, -87.639375486)",45,21861,72,593,22,19,9,253
12675639,JF213616,04/20/2022 07:38:00 AM,081XX S DREXEL AVE,1365,CRIMINAL TRESPASS,TO RESIDENCE,RESIDENCE - YARD (FRONT / BACK),false,false,0631,006,8,44,26,1183648,1851275,2022,01/03/2023 03:40:27 PM,41.747083778,-87.602635998,"(41.747083778, -87.602635998)",9,21546,40,247,35,61,20,235
12856572,JF431295,10/11/2022 05:00:00 PM,045XX S ELLIS AVE,0920,MOTOR VEHICLE THEFT,ATTEMPT - AUTOMOBILE,STREET,false,false,0222,002,4,39,07,1183685,1875065,2022,01/03/2023 03:40:27 PM,41.812364817,-87.601758794,"(41.812364817, -87.601758794)",1,4301,5,398,10,36,24,113
12730636,JF280572,06/13/2022 11:00:00 AM,008XX E 103RD ST,0810,THEFT,OVER $500,SCHOOL - PUBLIC BUILDING,false,false,0512,005,9,50,06,1183988,1836860,2022,01/03/2023 03:40:27 PM,41.707519433,-87.601839023,"(41.707519433, -87.601839023)",30,21861,47,254,43,19,10,256
12670744,JF207961,01/24/2022 01:00:00 PM,030XX W 40TH PL,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,false,false,0921,009,12,58,11,1156851,1877623,2022,01/03/2023 03:40:27 PM,41.819968989,-87.700116835,"(41.819968989, -87.700116835)",49,22248,55,196,1,56,23,110
12823451,JF391284,09/10/2022 10:00:00 PM,010XX N MASSASOIT AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,1511,015,29,25,08B,1137833,1906329,2022,01/03/2023 03:40:27 PM,41.899105756,-87.769192246,"(41.899105756, -87.769192246)",52,4299,26,671,7,5,25,70
12885111,JF465275,11/07/2022 06:39:00 AM,012XX S WABASH AVE,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,true,false,0131,001,3,33,06,1176963,1894850,2022,01/03/2023 03:40:27 PM,41.866810739,-87.625817031,"(41.866810739, -87.625817031)",48,14913,34,374,9,35,22,94
12785370,JF346343,08/04/2022 07:00:00 PM,081XX S MANISTEE AVE,0820,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,false,false,0422,004,7,46,06,1195916,1851580,2022,01/03/2023 03:40:27 PM,41.747626048,-87.557673485,"(41.747626048, -87.557673485)",43,21202,42,244,37,25,19,234
12876776,JF455509,10/30/2022 03:43:00 PM,037XX W HIRSCH ST,0460,BATTERY,SIMPLE,APARTMENT,false,true,2535,025,26,23,08B,1151237,1909057,2022,01/03/2023 03:40:27 PM,41.906339233,-87.719887635,"(41.906339233, -87.719887635)",10,4299,24,454,49,5,6,193
12817371,JF384368,09/05/2022 03:00:00 PM,080XX S BISHOP ST,0820,THEFT,$500 AND UNDER,RESIDENCE,false,true,0612,006,21,71,06,1168064,1851469,2022,01/03/2023 03:40:27 PM,41.747965107,-87.6597343,"(41.747965107, -87.6597343)",18,21554,70,558,13,59,20,230
12739442,JF291238,06/23/2022 03:35:00 PM,035XX W 64TH PL,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,RESIDENCE,false,false,0823,008,14,66,15,1153716,1861609,2022,02/17/2024 03:40:44 PM,41.7760871,-87.712042063,"(41.7760871, -87.712042063)",44,21867,64,293,6,58,13,276
12876165,JF454605,10/29/2022 09:00:00 PM,013XX S LAWNDALE AVE,0460,BATTERY,SIMPLE,RESIDENCE - PORCH / HALLWAY,false,false,1011,010,24,29,08B,1151918,1893645,2022,01/03/2023 03:40:27 PM,41.864033702,-87.717792133,"(41.864033702, -87.717792133)",36,21569,30,33,14,57,21,155
12872514,JF450366,10/26/2022 03:19:00 PM,015XX N CICERO AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,COMMERCIAL / BUSINESS OFFICE,false,false,2533,025,37,25,08A,1144105,1909708,2022,01/03/2023 03:40:27 PM,41.908262619,-87.746070116,"(41.908262619, -87.746070116)",4,4299,26,62,45,5,6,195
12903074,JF486889,11/25/2022 07:40:00 AM,008XX N ROCKWELL ST,031A,ROBBERY,ARMED - HANDGUN,STREET,false,false,1211,012,26,24,03,1158914,1905420,2022,01/03/2023 03:40:27 PM,41.896204885,-87.691786885,"(41.896204885, -87.691786885)",10,21560,25,543,49,4,15,64
12908187,JF493048,11/25/2022 03:00:00 PM,009XX N CALIFORNIA AVE,0810,THEFT,OVER $500,APARTMENT,false,false,1211,012,26,24,06,1157556,1906021,2022,01/03/2023 03:40:27 PM,41.897881839,-87.696758186,"(41.897881839, -87.696758186)",10,21560,25,544,49,4,15,64
12807075,JF372121,08/27/2022 08:00:00 AM,107XX S BENSLEY AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0434,004,7,51,14,1194563,1834394,2022,01/03/2023 03:40:27 PM,41.700499445,-87.56319457,"(41.700499445, -87.56319457)",47,21202,48,174,47,25,19,255
12826042,JF393737,09/12/2022 08:35:00 PM,067XX S KOMENSKY AVE,0326,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,RESIDENCE - GARAGE,false,false,0833,008,23,65,03,1150531,1859575,2022,08/07/2023 03:40:23 PM,41.770568026,-87.723771023,"(41.770568026, -87.723771023)",23,21867,63,318,15,58,13,209
12753215,JF307949,07/06/2022 06:38:00 PM,040XX W 56TH ST,1350,CRIMINAL TRESPASS,TO STATE SUP LAND,SCHOOL - PRIVATE BUILDING,false,false,0813,008,13,62,26,1150224,1867157,2022,01/03/2023 03:40:27 PM,41.791380199,-87.724699662,"(41.791380199, -87.724699662)",23,21867,60,773,15,58,13,271
12696952,JF239857,05/09/2022 09:00:00 AM,063XX S EBERHART AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,RESIDENCE - YARD (FRONT / BACK),false,false,0312,003,20,42,14,1180669,1863068,2022,01/03/2023 03:40:27 PM,41.779513906,-87.613189983,"(41.779513906, -87.613189983)",53,22260,9,332,4,60,18,277
12816953,JF383902,09/05/2022 12:00:00 PM,006XX W LAWRENCE DR,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,2024,020,48,3,14,1171068,1932257,2022,01/03/2023 03:40:27 PM,41.969588707,-87.646358057,"(41.969588707, -87.646358057)",40,22616,31,635,16,15,2,14
12906126,JF490761,11/26/2022 05:00:00 PM,059XX S KARLOV AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,true,0813,008,23,65,14,1150053,1864847,2022,01/03/2023 03:40:27 PM,41.785044521,-87.725386586,"(41.785044521, -87.725386586)",23,21867,63,292,6,58,13,271
12804223,JF368869,08/16/2022 07:55:00 AM,020XX N DAYTON ST,0890,THEFT,FROM BUILDING,RESIDENCE,false,false,1812,018,43,7,06,1170294,1913722,2022,01/03/2023 03:40:27 PM,41.918744935,-87.649747569,"(41.918744935, -87.649747569)",51,21190,68,744,34,16,14,149
12717978,JF265084,06/02/2022 02:30:00 PM,007XX E 50TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,false,true,0223,002,4,38,08B,1181971,1872021,2022,01/03/2023 03:40:27 PM,41.804051706,-87.608139875,"(41.804051706, -87.608139875)",1,21192,4,165,10,10,24,116
12691420,JF232953,05/06/2022 10:45:00 PM,015XX N FREMONT ST,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT / GARAGE (NON RESIDENTIAL),false,false,1822,018,2,8,14,1169965,1910237,2022,01/03/2023 03:40:27 PM,41.909189095,-87.651058196,"(41.909189095, -87.651058196)",51,22620,37,108,11,49,14,199
12846157,JF418818,10/01/2022 09:45:00 PM,044XX S LAVERGNE AVE,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,RESIDENCE,false,false,0814,008,22,56,15,1143770,1874738,2022,01/03/2023 03:40:27 PM,41.81230662,-87.748176294,"(41.81230662, -87.748176294)",35,22268,53,604,28,7,13,112
12796658,JF359703,08/16/2022 06:30:00 PM,046XX S LAVERGNE AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,0814,008,22,56,06,1143804,1873479,2022,01/03/2023 03:40:27 PM,41.808851093,-87.74808303,"(41.808851093, -87.74808303)",35,22268,53,604,28,7,13,112
12906536,JF491194,11/28/2022 11:29:00 PM,014XX W 123RD ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0524,005,34,53,14,1168743,1823169,2022,01/03/2023 03:40:27 PM,41.670290862,-87.658059443,"(41.670290862, -87.658059443)",,4460,,,,,,
12905286,JF489735,11/27/2022 04:17:00 PM,113XX S WALLACE ST,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,false,false,2233,022,34,49,26,1174334,1829677,2022,01/03/2023 03:40:27 PM,41.688027804,-87.637404534,"(41.688027804, -87.637404534)",45,21861,45,486,22,19,9,258
12663330,JF199110,04/04/2022 02:00:00 PM,017XX N PAULINA ST,0810,THEFT,OVER $500,RESIDENCE - PORCH / HALLWAY,false,false,1433,014,32,24,06,1164741,1911722,2022,01/03/2023 03:40:27 PM,41.913376455,-87.670206562,"(41.913376455, -87.670206562)",24,21560,25,437,40,4,7,191
12630931,JF146891,02/16/2022 04:00:00 AM,016XX W 16TH ST,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,false,true,1234,012,25,31,26,1165650,1892129,2022,01/03/2023 03:40:27 PM,41.859592422,-87.667425669,"(41.859592422, -87.667425669)",8,14920,33,96,26,43,15,121
12672970,JF210625,04/17/2022 10:00:00 AM,095XX S ASHLAND AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,false,true,2213,022,21,72,08B,1167338,1841621,2022,01/03/2023 03:40:27 PM,41.720956311,-87.662675794,"(41.720956311, -87.662675794)",18,22212,72,592,13,13,9,252
12702220,JF246426,05/18/2022 05:50:00 AM,015XX N LA SALLE DR,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,1821,018,2,8,07,1174846,1910643,2022,01/03/2023 03:40:27 PM,41.91019524,-87.633115601,"(41.91019524, -87.633115601)",22,14926,37,100,11,54,14,198
